Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,TimeDim,Dim1Type,Dim1,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
25341822,VIOLENCE_HOMICIDENUM,COUNTRY,LBN,YEAR,2009,SEX,FMLE,NA,NA,NA,NA,NA,NA,39 [20-69],38.97496,19.57664,69.053210000000007,NA,2021-02-09T16:54:09.227+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
25341823,VIOLENCE_HOMICIDENUM,COUNTRY,LBN,YEAR,2009,SEX,BTSX,NA,NA,NA,NA,NA,NA,185 [96-326],184.9342,95.68139,325.6102,NA,2021-02-09T16:54:09.243+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
25341824,VIOLENCE_HOMICIDENUM,COUNTRY,LBN,YEAR,2006,SEX,MLE,NA,NA,NA,NA,NA,NA,152 [81-259],151.9916,81.21302,258.6835,NA,2021-02-09T16:54:09.273+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
25341825,VIOLENCE_HOMICIDENUM,COUNTRY,LBN,YEAR,2010,SEX,BTSX,NA,NA,NA,NA,NA,NA,192 [99-338],191.802,98.59458,337.9511,NA,2021-02-09T16:54:09.29+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
25341826,VIOLENCE_HOMICIDENUM,COUNTRY,LBN,YEAR,2018,SEX,MLE,NA,NA,NA,NA,NA,NA,223 [107-421],222.6964,106.7889,421.0268,NA,2021-02-09T16:54:09.307+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
25341827,VIOLENCE_HOMICIDENUM,COUNTRY,LBN,YEAR,2008,SEX,BTSX,NA,NA,NA,NA,NA,NA,193 [115-313],193.1691,114.5561,313.2655,NA,2021-02-09T16:54:09.337+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
25341828,VIOLENCE_HOMICIDENUM,COUNTRY,LBN,YEAR,2015,SEX,BTSX,NA,NA,NA,NA,NA,NA,271 [175-427],271.3896,174.7612,426.5851,NA,2021-02-09T16:54:09.353+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
25341829,VIOLENCE_HOMICIDENUM,COUNTRY,LBN,YEAR,2015,SEX,FMLE,NA,NA,NA,NA,NA,NA,59 [39-91],59.18323,38.72991,90.92338,NA,2021-02-09T16:54:09.37+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
25341830,VIOLENCE_HOMICIDENUM,COUNTRY,LBN,YEAR,2011,SEX,FMLE,NA,NA,NA,NA,NA,NA,44 [22-79],44.05904,21.80841,78.69759,NA,2021-02-09T16:54:09.383+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
25341831,VIOLENCE_HOMICIDENUM,COUNTRY,LBN,YEAR,2003,SEX,MLE,NA,NA,NA,NA,NA,NA,140 [76-233],139.993,75.5715,233.3005,NA,2021-02-09T16:54:09.417+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
25341832,VIOLENCE_HOMICIDENUM,COUNTRY,LBN,YEAR,2002,SEX,BTSX,NA,NA,NA,NA,NA,NA,170 [91-285],169.9263,91.19194,284.5602,NA,2021-02-09T16:54:09.433+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
25341833,VIOLENCE_HOMICIDENUM,COUNTRY,LBN,YEAR,2012,SEX,BTSX,NA,NA,NA,NA,NA,NA,226 [135-373],226.3006,135.2949,373.2653,NA,2021-02-09T16:54:09.45+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
25341834,VIOLENCE_HOMICIDENUM,COUNTRY,LBN,YEAR,2006,SEX,FMLE,NA,NA,NA,NA,NA,NA,39 [20-68],39.42149,20.26942,68.39152,NA,2021-02-09T16:54:09.48+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
25341835,VIOLENCE_HOMICIDENUM,COUNTRY,LBN,YEAR,2017,SEX,MLE,NA,NA,NA,NA,NA,NA,219 [161-315],218.9968,161.2773,315.4862,NA,2021-02-09T16:54:09.497+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
25341836,VIOLENCE_HOMICIDENUM,COUNTRY,LBN,YEAR,2003,SEX,FMLE,NA,NA,NA,NA,NA,NA,38 [20-66],38.1171,19.72661,66.15859,NA,2021-02-09T16:54:09.513+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
25341837,VIOLENCE_HOMICIDENUM,COUNTRY,LBN,YEAR,2013,SEX,FMLE,NA,NA,NA,NA,NA,NA,55 [38-82],55.30759,38.10354,82.1124,NA,2021-02-09T16:54:09.53+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
25342678,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2012,SEX,MLE,NA,NA,NA,NA,NA,NA,357 [194-589],357.0797,194.1858,588.5745,NA,2021-02-09T16:54:28.723+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
25342679,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2001,SEX,MLE,NA,NA,NA,NA,NA,NA,343 [173-609],343.4372,173.0413,609.4002,NA,2021-02-09T16:54:28.753+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
25342680,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2014,SEX,BTSX,NA,NA,NA,NA,NA,NA,503 [261-867],502.993,260.6433,867.4436,NA,2021-02-09T16:54:28.77+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
25342681,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2006,SEX,BTSX,NA,NA,NA,NA,NA,NA,272 [148-454],271.5386,147.7329,454.1326,NA,2021-02-09T16:54:28.783+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
25342682,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2013,SEX,BTSX,NA,NA,NA,NA,NA,NA,456 [240-771],455.5192,240.0512,771.3604,NA,2021-02-09T16:54:28.8+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
25342683,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2007,SEX,FMLE,NA,NA,NA,NA,NA,NA,83 [44-144],82.99527,43.87053,143.5154,NA,2021-02-09T16:54:28.83+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
25342684,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2010,SEX,MLE,NA,NA,NA,NA,NA,NA,353 [199-568],353.06,199.0713,568.1955,NA,2021-02-09T16:54:28.847+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
25342685,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2017,SEX,FMLE,NA,NA,NA,NA,NA,NA,108 [52-199],108.3324,52.22075,198.8382,NA,2021-02-09T16:54:28.863+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
25342686,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2011,SEX,FMLE,NA,NA,NA,NA,NA,NA,103 [55-181],103.3023,54.50503,180.9792,NA,2021-02-09T16:54:28.927+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
25342687,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2008,SEX,BTSX,NA,NA,NA,NA,NA,NA,434 [240-708],433.8626,240.2909,707.7982,NA,2021-02-09T16:54:28.94+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
25342688,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2009,SEX,FMLE,NA,NA,NA,NA,NA,NA,92 [48-158],91.53516,48.47826,157.7688,NA,2021-02-09T16:54:28.987+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
25342689,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2013,SEX,MLE,NA,NA,NA,NA,NA,NA,349 [186-584],349.1908,185.7547,584.1824,NA,2021-02-09T16:54:29.003+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
25342690,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2010,SEX,FMLE,NA,NA,NA,NA,NA,NA,97 [51-167],96.7781,51.46849,167.4653,NA,2021-02-09T16:54:29.02+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
25342691,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2018,SEX,MLE,NA,NA,NA,NA,NA,NA,366 [182-660],365.8851,181.7405,659.8371,NA,2021-02-09T16:54:29.067+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
25342692,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2004,SEX,FMLE,NA,NA,NA,NA,NA,NA,84 [43-148],83.84449,42.58606,148.4192,NA,2021-02-09T16:54:29.08+01:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
25342693,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2009,SEX,MLE,NA,NA,NA,NA,NA,NA,354 [198-570],353.9171,198.4162,569.6737,NA,2021-02-09T16:54:29.097+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
25342694,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2005,SEX,MLE,NA,NA,NA,NA,NA,NA,184 [98-310],183.9734,98.17551,310.0583,NA,2021-02-09T16:54:29.117+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
25342695,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2019,SEX,FMLE,NA,NA,NA,NA,NA,NA,110 [54-203],110.3128,53.56295,202.9259,NA,2021-02-09T16:54:29.13+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
25342696,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2000,SEX,MLE,NA,NA,NA,NA,NA,NA,339 [168-608],338.6358,168.0081,607.6744,NA,2021-02-09T16:54:29.193+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
25342697,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2006,SEX,FMLE,NA,NA,NA,NA,NA,NA,82 [43-142],81.85548,43.11535,142.3881,NA,2021-02-09T16:54:29.227+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
25342698,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2000,SEX,FMLE,NA,NA,NA,NA,NA,NA,97 [47-173],96.92845,47.40144,173.0696,NA,2021-02-09T16:54:29.257+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
25342699,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2013,SEX,FMLE,NA,NA,NA,NA,NA,NA,106 [54-187],106.3283,54.29651,187.1781,NA,2021-02-09T16:54:29.303+01:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
25342700,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2005,SEX,BTSX,NA,NA,NA,NA,NA,NA,267 [141-455],266.5014,140.8611,455.3027,NA,2021-02-09T16:54:29.32+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
25342701,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2016,SEX,FMLE,NA,NA,NA,NA,NA,NA,109 [53-200],108.8524,53.17322,199.8349,NA,2021-02-09T16:54:29.333+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
25342702,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2010,SEX,BTSX,NA,NA,NA,NA,NA,NA,450 [251-736],449.8381,250.5398,735.6608,NA,2021-02-09T16:54:29.38+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
25342703,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2014,SEX,MLE,NA,NA,NA,NA,NA,NA,395 [207-671],394.809,206.9552,670.9997,NA,2021-02-09T16:54:29.413+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
25342704,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2009,SEX,BTSX,NA,NA,NA,NA,NA,NA,445 [247-727],445.4522,246.8945,727.4425,NA,2021-02-09T16:54:29.43+01:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
25342705,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2001,SEX,FMLE,NA,NA,NA,NA,NA,NA,98 [49-175],97.96924,48.50953,174.6911,NA,2021-02-09T16:54:29.447+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
25342706,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2001,SEX,BTSX,NA,NA,NA,NA,NA,NA,441 [222-784],441.4065,221.5509,784.0912,NA,2021-02-09T16:54:29.493+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
25342707,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2017,SEX,MLE,NA,NA,NA,NA,NA,NA,360 [178-646],360.2492,177.9437,645.9359,NA,2021-02-09T16:54:29.523+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
25342708,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2015,SEX,FMLE,NA,NA,NA,NA,NA,NA,114 [56-207],114.1803,56.40953,206.6666,NA,2021-02-09T16:54:29.557+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
25342709,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2014,SEX,FMLE,NA,NA,NA,NA,NA,NA,108 [54-196],108.184,53.68814,196.4439,NA,2021-02-09T16:54:29.587+01:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
25342710,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2004,SEX,MLE,NA,NA,NA,NA,NA,NA,346 [181-596],346.3675,180.7048,596.1595,NA,2021-02-09T16:54:29.62+01:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
25342711,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2002,SEX,FMLE,NA,NA,NA,NA,NA,NA,94 [47-169],94.46435,47.2629,168.966,NA,2021-02-09T16:54:29.65+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
25342712,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2002,SEX,BTSX,NA,NA,NA,NA,NA,NA,446 [227-787],445.5143,226.7045,786.5577,NA,2021-02-09T16:54:29.68+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
25342713,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2003,SEX,FMLE,NA,NA,NA,NA,NA,NA,90 [45-160],90.09736,45.31363,160.3548,NA,2021-02-09T16:54:29.713+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
25342714,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2019,SEX,MLE,NA,NA,NA,NA,NA,NA,367 [188-652],366.5887,187.7097,652.4322,NA,2021-02-09T16:54:29.727+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
25342715,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2018,SEX,FMLE,NA,NA,NA,NA,NA,NA,110 [53-203],110.0662,53.29623,203.1157,NA,2021-02-09T16:54:29.76+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
25342716,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2018,SEX,BTSX,NA,NA,NA,NA,NA,NA,476 [235-863],475.9513,235.0367,862.9527,NA,2021-02-09T16:54:29.773+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
25342717,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2000,SEX,BTSX,NA,NA,NA,NA,NA,NA,436 [215-781],435.5642,215.4096,780.7439,NA,2021-02-09T16:54:29.79+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
25342718,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2008,SEX,MLE,NA,NA,NA,NA,NA,NA,348 [195-560],348.1956,194.7977,560.2158,NA,2021-02-09T16:54:29.807+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
25342719,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2016,SEX,MLE,NA,NA,NA,NA,NA,NA,360 [181-642],359.7952,180.849,642.125,NA,2021-02-09T16:54:29.82+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
25342720,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2007,SEX,MLE,NA,NA,NA,NA,NA,NA,346 [193-566],346.139,192.5495,565.7968,NA,2021-02-09T16:54:29.853+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
25342721,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2003,SEX,BTSX,NA,NA,NA,NA,NA,NA,434 [221-765],433.8696,220.6776,765.0148,NA,2021-02-09T16:54:29.87+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
25342722,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2011,SEX,BTSX,NA,NA,NA,NA,NA,NA,464 [253-768],464.3416,253.1966,767.8394,NA,2021-02-09T16:54:29.883+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
25342723,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2004,SEX,BTSX,NA,NA,NA,NA,NA,NA,430 [223-745],430.212,223.2908,744.5788,NA,2021-02-09T16:54:29.917+01:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
25342724,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2005,SEX,FMLE,NA,NA,NA,NA,NA,NA,83 [43-145],82.52798,42.68558,145.2445,NA,2021-02-09T16:54:29.93+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
25342725,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2003,SEX,MLE,NA,NA,NA,NA,NA,NA,344 [175-605],343.7722,175.364,604.66,NA,2021-02-09T16:54:29.947+01:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
25342726,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2012,SEX,BTSX,NA,NA,NA,NA,NA,NA,464 [250-777],464.111,249.5898,776.5554,NA,2021-02-09T16:54:29.963+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
25342727,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2011,SEX,MLE,NA,NA,NA,NA,NA,NA,361 [199-587],361.0393,198.6916,586.8602,NA,2021-02-09T16:54:29.993+01:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
25342728,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2002,SEX,MLE,NA,NA,NA,NA,NA,NA,351 [179-618],351.0499,179.4416,617.5917,NA,2021-02-09T16:54:30.01+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
25342729,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2019,SEX,BTSX,NA,NA,NA,NA,NA,NA,477 [241-855],476.9015,241.2726,855.3581,NA,2021-02-09T16:54:30.027+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
25342730,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2017,SEX,BTSX,NA,NA,NA,NA,NA,NA,469 [230-845],468.5817,230.1645,844.7741,NA,2021-02-09T16:54:30.04+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
25342731,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2007,SEX,BTSX,NA,NA,NA,NA,NA,NA,429 [236-709],429.1343,236.42,709.3122,NA,2021-02-09T16:54:30.057+01:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
25342732,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2015,SEX,BTSX,NA,NA,NA,NA,NA,NA,484 [243-853],483.6303,243.1802,853.4785,NA,2021-02-09T16:54:30.087+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
25342733,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2006,SEX,MLE,NA,NA,NA,NA,NA,NA,190 [105-312],189.6831,104.6176,311.7445,NA,2021-02-09T16:54:30.103+01:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
25342734,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2016,SEX,BTSX,NA,NA,NA,NA,NA,NA,469 [234-842],468.6475,234.0223,841.9598,NA,2021-02-09T16:54:30.12+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
25342735,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2012,SEX,FMLE,NA,NA,NA,NA,NA,NA,107 [55-188],107.0313,55.40394,187.981,NA,2021-02-09T16:54:30.137+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
25342736,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2008,SEX,FMLE,NA,NA,NA,NA,NA,NA,86 [45-148],85.66693,45.49324,147.5824,NA,2021-02-09T16:54:30.15+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
25342737,VIOLENCE_HOMICIDENUM,COUNTRY,LBR,YEAR,2015,SEX,MLE,NA,NA,NA,NA,NA,NA,369 [187-647],369.45,186.7707,646.8119,NA,2021-02-09T16:54:30.183+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
25343578,VIOLENCE_HOMICIDENUM,COUNTRY,LBY,YEAR,2010,SEX,MLE,NA,NA,NA,NA,NA,NA,150 [80-265],150.2592,80.09283,264.6042,NA,2021-02-09T16:54:49.687+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
25343579,VIOLENCE_HOMICIDENUM,COUNTRY,LBY,YEAR,2005,SEX,BTSX,NA,NA,NA,NA,NA,NA,211 [119-343],211.1965,119.4753,342.683,NA,2021-02-09T16:54:49.72+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
25343580,VIOLENCE_HOMICIDENUM,COUNTRY,LBY,YEAR,2016,SEX,FMLE,NA,NA,NA,NA,NA,NA,31 [27-38],31.46605,26.55712,38.03805,NA,2021-02-09T16:54:49.733+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
25343581,VIOLENCE_HOMICIDENUM,COUNTRY,LBY,YEAR,2012,SEX,MLE,NA,NA,NA,NA,NA,NA,128 [113-151],127.5065,113.1275,150.8018,NA,2021-02-09T16:54:49.763+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
25343582,VIOLENCE_HOMICIDENUM,COUNTRY,LBY,YEAR,2001,SEX,BTSX,NA,NA,NA,NA,NA,NA,202 [113-328],201.7591,113.4868,328.0022,NA,2021-02-09T16:54:49.78+01:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
25343583,VIOLENCE_HOMICIDENUM,COUNTRY,LBY,YEAR,2018,SEX,MLE,NA,NA,NA,NA,NA,NA,118 [104-136],118.2812,104.2205,136.2841,NA,2021-02-09T16:54:49.797+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
25343584,VIOLENCE_HOMICIDENUM,COUNTRY,LBY,YEAR,2012,SEX,BTSX,NA,NA,NA,NA,NA,NA,160 [140-191],159.729,140.4429,191.1911,NA,2021-02-09T16:54:49.827+01:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
25343585,VIOLENCE_HOMICIDENUM,COUNTRY,LBY,YEAR,2008,SEX,FMLE,NA,NA,NA,NA,NA,NA,40 [21-70],40.09848,21.07564,70.30436,NA,2021-02-09T16:54:49.843+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
25343586,VIOLENCE_HOMICIDENUM,COUNTRY,LBY,YEAR,2008,SEX,MLE,NA,NA,NA,NA,NA,NA,159 [92-263],158.7073,92.1753,262.8351,NA,2021-02-09T16:54:49.86+01:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
25343587,VIOLENCE_HOMICIDENUM,COUNTRY,LBY,YEAR,2017,SEX,FMLE,NA,NA,NA,NA,NA,NA,32 [28-37],31.55792,27.79595,37.14848,NA,2021-02-09T16:54:49.873+01:00,2017,2017-01-01T00:00:00+01:00,2017-12-31T00:00:00+01:00
25343588,VIOLENCE_HOMICIDENUM,COUNTRY,LBY,YEAR,2019,SEX,MLE,NA,NA,NA,NA,NA,NA,116 [60-207],116.0341,60.0456,207.1244,NA,2021-02-09T16:54:49.907+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
25343589,VIOLENCE_HOMICIDENUM,COUNTRY,LBY,YEAR,2002,SEX,MLE,NA,NA,NA,NA,NA,NA,160 [92-255],159.9005,92.00757,254.9931,NA,2021-02-09T16:54:49.92+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
25343590,VIOLENCE_HOMICIDENUM,COUNTRY,LBY,YEAR,2000,SEX,MLE,NA,NA,NA,NA,NA,NA,155 [88-250],155.3061,88.30088,250.1133,NA,2021-02-09T16:54:49.937+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
25343591,VIOLENCE_HOMICIDENUM,COUNTRY,LBY,YEAR,2018,SEX,BTSX,NA,NA,NA,NA,NA,NA,148 [130-172],148.2916,130.1444,172.2575,NA,2021-02-09T16:54:49.953+01:00,2018,2018-01-01T00:00:00+01:00,2018-12-31T00:00:00+01:00
25343592,VIOLENCE_HOMICIDENUM,COUNTRY,LBY,YEAR,2016,SEX,BTSX,NA,NA,NA,NA,NA,NA,155 [134-182],155.2895,133.5169,182.2885,NA,2021-02-09T16:54:49.97+01:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
25343593,VIOLENCE_HOMICIDENUM,COUNTRY,LBY,YEAR,2002,SEX,FMLE,NA,NA,NA,NA,NA,NA,45 [23-77],44.66721,23.35294,77.07828,NA,2021-02-09T16:54:50+01:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
25343594,VIOLENCE_HOMICIDENUM,COUNTRY,LBY,YEAR,2005,SEX,MLE,NA,NA,NA,NA,NA,NA,167 [96-268],167.386,96.26791,268.4047,NA,2021-02-09T16:54:50.017+01:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
